song_title,artist
Wanna Be A Star,Kool Keith
Luminous Bliss,Atman
Boat Day At the Marina,Forensics
La Luna Enamora - Original,Bobby Capo
When Will I Be Loved,Sandy Posey
Again,Radney Foster
Gangsta's Fairytale 2 ,Ice Cube
Fanfare For Freedom,US Coast Guard Band
Why We Thugs ,Ice Cube
Are We Really Doing Your Will,The Winans
Contessa Entellina,Stephan Micus
Religion,Kathleen Madigan
Le Théâtre / Bof L'Important C'Est D'Aimer,Georges Delerue
S.O.S.,A-Studio
Can't Hold Back,Bellatrax feat. Tina Cousins
Narrow Grave,Army of the Pharoahs
Derek Taylor - Introduction,The Beatles
Juguete,Cheo Feliciano
"I Put a Spell on You';""b""""Screamin' Jay Hawkins""""",
Lu Ren Jia,Justin
Hide Thou Me,Oak Ridge Boys
C'est moi le mari,Jean Gabin
Blue Yodel No. 1,Charlie McCoy
I Promise My Heart,Ross
Cordeiro De Nana,João Gilberto / Gilberto Gil / Caetano Veloso
Melody,Kerson
Three Bells / Les 3 cloches,Leon Russel
Maldito Amor Featuring Tito El Bambino ,Andy Andy
Rock Of Gibraltar,Nick Cave & The Bad Seeds
Holly & The Ivy ,Danny Wright
No One,Streetwize
O Come All Ye Faithful,Nando Lauria
Subliminal mit Naturgeraeuschen,Kurt Tepperwein
The Fortway,Dirty Harry
I Will Turn Your Money Green ,Furry Lewis
I Can't Wait 'Til Christmas ,Bryan White
Guitarra Dimelo Tu,Alberto Cortez
The Raggle Taggle Gypsy,The Chieftains
Can You Dance With Me?,Andrew W.K.
Out Of The Blue,Tommy James And The Shondells
Shogun [with fade_ for special edition],Trivium
Quartier Latin,Bloomfield
Wide Awake In A Dream,Coraleena Ellis
Satin Doll,Terry Callier
No Night In Zion - Original,Count Ossie
Outro,Rakim
Buddy and Santa's Flight,John Debney
"The Happy Organ';""b'Dave """"Baby"""" Cortez'",
So In Love,Bescenta
Hurry Hurry Baby ,Fyah Blaze
Jody,Jeff Beck Group
Get Back,F4
Improv #1,Gonzalo Rubalcaba
"Losing Weight Part 2';""b""""Cam'Ron / Juelz Santana""""",
Goofy Golf,Mack and Jamie
Tudo E Ilusao ,Clara Nunes
Distant Voices,Atman
Rain Please Go Away,The Del McCoury Band
Star,Krystof
Love Without Fear,Katie Armiger
Kids In the Store,George Lopez
Give Me Your Word,Frank Ifield
Fingerprints,Minipop
Track TAKE FIVE,Antonio Koudele
I Only Have Eyes For You ,John Stevens
Jody,Eddie Turner
Easier By Now,Jamie Richards
 Time to Die,Lizzy Borden
Where the Rats 3,DJ Slugo
Spirit and Machine,Marcelo Radulovich
Dept. Of Youth,Pretty Boy Floyd
Turntable Terrorist,Sonic Subjunkies
PDA,Backstreet Boys
Porcelain Man,John Debney
Did You Ever Go Sailin',Isaacs
Vollmond,In Extremo
Moving Up,Gustavo Santaolalla
Give Your Heart a Home,Don Francisco
Tigers Fucking  ,Joe Rogan
Nobody's Perfect,Mike And The Mechanics
Hao Lai Hao Qu,Alex Fong
Real McKoy Feat. Busy Signal,Mavado
This Train ,Who Made Who
Knowledge Is King,Kool Moe Dee
Piano Sonata No. 28 in A Op. 101 : III.    Adagio_ ma non troppo,Solomon
Decir Adios,Carlos Ponce
I Remember,Patrick Lamb
The Last Round,Amoral
You've Never Been Right - ,Melvins
When I Grow Up,Fever Ray
Somos Gitanos,Gipsy Kings
Luv,Stan
Let Me Go Home Whiskey,Asleep At The Wheel
Magdalaine,L.A. Guns
Gaviota Traidora,Flor Silvestre
Sweet & Dandy,Toots & The Maytals
Better,Vivian
Wichita Cathedral [live],Butthole Surfers
Piece Of My Heart,Janis Joplin
Si Yo Tuviera,Los Brujos
Merzwaltz,Atom
Hot Night Downtown,Charlie Peacock
No More Blues,Jimmy Wyble
Ugly Like Me ,Die Symphony
Tootie Blues,Paul Geremia
II Allegro,Varios
The Heretic Anthem  ,Slipknot
Insanity,S.U.P
Mr. Bozack,EPMD
All Too Human,The Flies
Time Will Crawl ,David Bowie
Use Of A Weapon ,Between The Buried And Me
Porn,Whitney Cummings
Razamataz,Bruce BecVar
Celebration,Vivian
Gone But Not Forgotten,The Del McCoury Band
Why Don't You Spend The Night,Ronnie Milsap
Pushing Me Away ,Linkin Park
Thank You Mama,The Jackson Southernaires
The Ultimate,The Roots
In Place Of Love [edit],Terminal 11 feat. b.b0Nd
Wigue,Dobet Gnahoré
Sangre americana,Bacilos
Hip Hug Her,Jimmy McGriff
Sabina,Sam Fan Thomas
Grin'in In Ya Face,Smidi Beats
I'm Going Around In Circles,Jimmy Witherspoon
Stranger In My Room,Year Long Disaster
Are We Mindless?,Headhunter
Of Myth And Men ,Red I Flight
Bubbles in My Beer,Bob Wills
Playing the Role of God,Adrenaline
Be With Me,Mindy McCready
Special Someone,Geggy Tah
McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - ,Seamus Egan
Strange Kinda Feeling ,Elmore James
Knowledge Of Self ,BT
Right Now,Korn
Sex Will Sell,Faking David
Black Betty,Pat Travers
Jingle Bell Rock,Bobby Russell
Mulin' Around,Sugarman Three
Hook Of Holland,Eric Burdon
U Never Nu How Good U Had It,Lisa Lisa & Cult Jam (featuring Full Force)
Garden Of Eden,Donna The Buffalo
Swinging Down the Lane,Gisele MacKenzie
Chagall,Mei Chi Chiang
No Bad Oral Sex / Dick Dessert,Monique Marvez
Gone Dead On You Blues,Blind Lemon Jefferson
Sea Of Heartbreak,Zombina & The Skeletons
Obstacles in My Way,Walter Trout
Les chasseurs d'esclaves,Gabriel Yared
Ammunition,The Jane Shermans
Got To Find My Little Woman,Blind Boy Fuller
I Love This Town,Bon Jovi
When The Sun Comes Out,Dancecore Allstars
La Marca De Tus Labios,Sergio Dalma
The Old Rugged Cross   ,Andy Griffith
Miserere: XII. Ne Projicias,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola
Face Drop,Sean Kingston
You,Wonderland
Hollow Dream,M.I.K.E.
I Know Somethin ,Alice In Chains
Ego Trip by Nikki Giovanni,Blackalicious
Jesus Hold My Hand ,Bill & Gloria Gaither
Lonely,Gyptian
Dedicated To The One I Love,The Shirelles
That Blows My Mind ,The Gone Jackals
Gun Thirsty,Bounty Killer
Uptown,Camp Lo
Walking In Dub,Burning Spear
Hold me,Les Hou-Lops
Collapsar,Brand X
Pranafestation,Desert Dwellers
I believe,Casual
Harlem Shuffle,Righteous Brothers
Step 2 It,Pinch feat. Rudey Lee
Let's Get It Started,Black Eyed Peas
Sentimental Journey,The Merry Macs
Sleeping My Day Away [Live],D.A.D.
In The Name Of God ,Scott Krippayne
There Will Be Blood Tonight,Lizzy Borden
The Drop-Off,The Tragically Hip
Rebelion,Juanes
Bubulina,Sui Generis
Seis Perlas Cubanas,Orquesta Sublime
Under The Palms,Photek
Limosna De Amores,Isabel Pantoja
Mi Alma Esta Enamorada,Bobby Pulido
Immonumental,Flowin Immo et Les Freaqz
Superstar,BigElf
Tabloid Junkie,Michael Jackson
Pish Tash,Mish Mash
Borrow Mine,Bebo Norman
Arnold Layne,David Gilmour Featuring Richard Wright
Running Sabotage,Johnny Pearson
Fixin' To Die Blues,Bukka White
People Like New ,Seven Mary Three
Venice Queen ,Red Hot Chili Peppers
It's Not Unusual,Willie Bobo
I Can't,Foxy Brown / Total
Piranha,Bumblefoot
Strangerhood,Schizoid
Oute Mia Fora,Irini Merkouri
Sublime Control,:Blacks On :Blondes
You Made The Difference To My Life ,Ben E. King
Meditations,Joanna Connor
Death Don't Have No Mercy,Hot Tuna
Pus-Filled Carcass,Hemdale
The Legionnaire,K.T. Oslin
She Will Never Let Me Down,Toots & The Maytals
Life,Cece Winans
Peace Prayer,Dhamika
Flash_ Crash and Thunder,The LeRoi Brothers
On The Boards,Taste
Evenfall,Dark Fortress
Represent,Deathstar
Fleeting sound,Time Factory
Intro,The Germs
Down On My Knees,Ayo
No Sé  Lo Que Hacer,Los Auténticos Decadentes
Hoy,Emilio
Confused,Deborah Coleman
Supercuts,Rodney O & Joe Cooley
All at sea,Richard Walters
Port now!,Sirka Ragnar
Waheera,Arturo Sandoval
Dal labbro il canto,Ramón Vargas
The All-Ireland,Christie Hennessy
You Are Always On My Mind,Barbara Jones
Dreidel_ Dreidel_ Dreidel_ Dreidel!,Schoolyard Heroes
Explode ,The Hit Factory
Annie's Angle,Mando Diao
Caray! ,Jaime Urrutia
Please Come Home For Christmas**,Southside Johnny Lyon
Father John Macleod's Jig,Natalie MacMaster
Cutting Edge,The Cutting Edge
Zuo Li Bu An,Tanya Chua
Please Listen To My Demo,EPMD
Lo and Beholden,Patti Smith
Garbage Dump,GG Allin
Bolivian Surf,Bersuit Vergarabat
I See You,Grayson Capps
And This Too Shall Pass,Stefon Harris
Trouble in Mind,Rick Ross
Cuycha,Jorge Alfano
Abstracto,Catupecu Machu
Lo,Brice Kapel
In His Name,White Heart
Calla,Mazz
Preparation,Vangelis
Ugly MF,Asure
Quiere Novio,D.A.R.
Dr. Bernice,Cracker
How Many More Years ,John Hammond
From the East,Charles Williams
Anvi Viv?,Patrick St-Eloi
Where Are You,Abbott & Chambers
Walking in Faith_ Reprise,Danny Wright
Bad Influence,The Robert Cray Band
Knight -> King 4,Pagan Wanderer Lu
Linda mariposa,Alfredo Gutiérrez
Quand j'improvise sur mon piano,Jacques Higelin
How Ya Like Me Now,Kool Moe Dee
Nostradamus,Eduardo Dusek
Como Boomerang,Juan Carlos Baglietto
Lemons_ For Kevin,Alternative TV
Tha Stand,Bad Azz
Ihmisen Lento,Indica
Up On The Roof ,Little Eva
Sera Cuestion De Conversar,Leonardo Favio
Down South,Sophie Tucker
I Say No,Mighty Diamonds
The Tarnished Angels ,Fehlfarben
Man Man,Jacky Cheung
From The Ritz To The Rubble,Arctic Monkeys
Panama ,Van Halen
Sporting Life Blues ,J.J. Cale & Eric Clapton
My Friend the Blind,Workhorse
Dirty Dancer  ,MICHAEL WHITE
Always And Forever   ,Raze
Revival In The Land ,The Nelons
Ali Ba Ba,Jackie Edwards
I'm So Happy Now ,The Rascals
In My Dreams,Lionel Richie
Ti Patheno,Yiannis Tassios
Arabian Night,The Monroes
Alter Mann,Der Plan
You Are!,Christian Quast
Get F#%ked Up,Chapta_ Stage McCloud_ SupaStarr & Tony Manshino
On My Own ,Debra Laws
Why_ Now Baby?,Red Stick Ramblers
Halloween II,The Misfits
Festival Of Love,Gene Chandler
Gullveig,Black Messiah
Motorcycle girl,Eric Burdon
Reckoning ,unloco
You Were On The Right Street,Little Milton
I Wouldnt Change A Thing,Bobby Vee
El Gallo Y La Vaca,Richie Ray & Bobby Cruz
To Diazigio,Vaggelis Perpiniadis
Sixth of June,It Dies Today
Goofus,Les Paul_ Mary Ford
Flowers On The Wall,Herb Alpert And The Tijuana Brass
Fall In Love,Glen Ricks
Les Corps Glorieux   : VII Le Mystère De La Sainte-Trinité,Olivier Messiaen
Travellin' On,Charlie Byrd Trio
Second Chances feat. Bilal & Darien Brockington,Little Brother
Family Galaxy,Tim Exile
Autores Anonimos,Chango Spasiuk
Pop dat shit,DJ Omega
Jesus Is Coming Soon,Blind Willie Johnson
Digital [Live at Birmingham University] [2007 Re-mastered],Joy Division
Bite Back,The All-American Rejects
Kimisou Palikari  ,Viki Mosholiou
Show Me Your Teeth ,Year Long Disaster
It's All Because,Smash Palace
Is It A Sin,Deepest Blue
Everyday,James Taylor
When Jesus Comes Calling For Me,Dolly Parton
Hello,Jan Wayne
2.000 Kilometros,David Summers
He Wasn't Man Enough,Toni Braxton
What You Gonna Do - Original,Chris Farlowe
Aloha,Brice Kapel
With Tears In My Eyes,Wesley Tuttle
Under The Bayou Moon,Bob Cheevers
Simple Communication,Jimmy Riley
A Closure in Infinity,Goatwhore
Parchman Farm ,Cactus
Dik N Ballz,DJ Deeon
Submit,Freakhouse
Passin' The Faith Along,Gaither Vocal Band
Say Say Say  ,Hi-Tack
Miss Ohio's Nameless,Why?
Get Down,Amil
I Don't Want Your Love,Dealership
Amor Siciliano,Juan Carlos Baglietto
Abilene,The Highwaymen
Dido,Kékélé
Belle Isle Players,Starski and Clutch
Keep on dancin' ,Alex Gopher
Rocket,The Smashing Pumpkins
Steel Guiter Stomp,Hank Penny
Musical 69,Pepper
Hard Times ,Sunnyland Slim
Three Little Fishes,Frankie Howard
Just in time,Larytta
Yiri Yiri Bon,Ricardo Lemvo
China,Tito Puente
We'll Learn,Kuba
A Burrinha,Quinteto Violado
Kyrie Eleison,Jane Winther
Isabel,Juana Molina
O Smaba Que Eu Não Fiz,Reginaldo Bessa
Evil Woman,Spooky Tooth
Keep The Change,Joe Bataan
Heaven's In New York,Wyclef Jean
Sfm,Basement Jaxx
All Shook Up,Smidi Beats
Hawaii Blues ,Commander Cody And His Lost Planet Airmen
Screen Kiss,Thomas Dolby
Miserere: XVII. Quoniam Si Voluisses,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola
Long Distance Moan,Blind Lemon Jefferson
Bateu No Paladar,Moraes Moreira
Oh Serena,The Distillers
Take It,Cassidy
Love Ain't Nothing But a Business Goin On,Junior Parker
The Cross That Bears His Name,Cheri Keaggy
You Made Me The Thief Of Your Heart,The Shamrock Singers
Trust In The Lord,Lynn August
Tora,POLINA
San Geng Ye Ban,Sandy Lam
Morse,Gorki
Makin' Believe,Kitty Wells
Three Romances_ Op. 22: III,Double Image
Adelante,Isabel Pantoja
Eriatarka,The Mars Volta
Just Say Yes,Snow Patrol
Why Do I,FFH
Shaggy Dog Songs,The Highwaymen
Get It Together,Beastie Boys
02'-15',Karlheinz Stockhausen
It's Alright,Jennifer Clarke
Make It With You,Sugar Minott
Permanently Lonely,Billie Jo Spears
Le Chagrin de Coco,Alexandre Desplat
I'm Living In Canaan Now,The Perrys
Been a Long Time  [Club Radio],Nicola Fasano
Left Alone...,Philip Glass
This Is Where It Ends ,Barenaked Ladies
Baby ,Prince
If Every Day Could Be Christmas,Richie McDonald
Schitzo,brokeNCYDE
Sunday Driver  ,The Gufs
No Escapin' This,Beatnuts
Abandonada / Blancas azucenas,Sierra Maestra
A Brief Moment In The Sun,Nightswimmer
The Suit,Public Image Ltd
Train_ Train ,Blackfoot
Blood Will Fall,Demonbreed
31 - 40,Danny Diablo feat. Puerto Rican Myke
Pennies From Heaven,Dean Martin
When Tomorrow Hits ,Mudhoney
Come On Shake My Feelin',Smiley
Take The Long Way Home,Faithless
Ave Maria,Erik Berglund
Locust Street ,The Black Crowes
Prick For President,Yuppie Pricks
The Main Thing ,Scott Krippayne
Ayer,El Gran Silencio
A Little Louder,DJ Icey
Kudian Kudian,Babbu Maan
Misty,King Curtis
Sinnloz/ Anakonda ,Der Moderne Man
How Bad Do You Want It,Mark Wills
Je me sens libre,Yvette
Un ballo in maschera _ Act 2: Oh_ qual soave brivido ,Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni
Moore Street Girls,The Elders
Compatible,Tanika Turner
Azzurro,Jaime Urrutia
Ole Ola,Grupo Batuque
Bullet Proof ... I Wish I Was ,Radiohead
Cuts ,Computer Paul
Sometimes I,Plasmatics
Petticoat,The Weegs
I've Got A Thing About You Baby ,Tony Joe White
Pli Selon Pli /IV.  Improvisation sur Mallarmé III,Pierre Boulez
All I Ever,Ms. Dynamite
Fire,Steve Vai
Girl by the Lake,Max Stalling
Who In the World ,Babbie Mason
You're Laughing Now,Jazz Gillum
Set The World On Fire,Britt Nicole
Devil Pickney,Sugar Minott
Noe Cuando El Diluvio ,Rocio Jurado
Quarter P.O.D.,Assassin
Rafaniello,99 Posse
Put Him Out,Ms. Dynamite / Bounty Killer
Sometimes ,Doug Sahm
Heaven Stood Still,Mink DeVille
Red River Falling /O rubor sanguinis,Richard Souther
Near The Cross,Dorothy Norwood
Till The End Of The Day ,Big Star
Zapando Con La Gente,Sui Generis
Tearing Everyone Down,Anti-Flag
In The Rain,Pedro Luis e a Parede
Left For Dead ,Chimaira
Need ,Cindy Morgan
"In This Windy Old Weather';""b'The Clancy Brothers;Tommy Makem'",
Roadrunner / My Generation,Tony Ashton & Friends
The Obsession,The James Taylor Quartet
A Good Life,Joe Grushecky
Cop It,MIMS
A Nadie Le Interesa Si Quedás Atrás ,Vox Dei
You Move Me,Rick Astley
Can I Get A Witness,RUN-DMC
Plasma ,Sinch
Meditacao,João Gilberto
For The Singer Of R.E.M.,fIREHOSE
Tumble Down,Burning Spear
Ballad In Urgency,The Black Crowes
On Fait Ce Qu'on Peut,Uman
Electro nicpig,Electronic pig
Mermaid,Grayson Capps
Come Out Into The Open,Neil Innes
Take The Veil Cerpin Taxt,The Mars Volta
Irresistible,Jessica Simpson featuring Lil Bow Wow
I Gave You Everything,Irma Thomas
Movin On,Katie Armiger
Burma Diginin Eger Er,Grup Knar
Zi You Zi Zai,Stephy Tang
1. Allegro,Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm
Il Y A Des Anges,Line Renaud
If You're A Viper ,Jim Kweskin
Long Live The Party,Andrew W.K.
Don't Upset The Rhythm ,Noisettes
"Stop! [Demo]';""b""""Jane's Addiction""""",
I Put A Spell On You,Maysa
On The Rhyme ,Pete Miser
L4-L5,Amilcar
Si Tu Veux Le Savoir,Marc Lavoine
Alright_ Alright_ Alright,Mungo Jerry
Estar Junto A Ti ,Yuridia
Speak Softly,Claw Hammer
Bad,Tomash Gee
Le Pull Over,Gloria Lasso
Slivery,The Weegs
Miserere: IV. Quoniam Iniquitatem,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola
A Song For You ,Bizzy Bone
Where Do The Children Play? ,Big Mountain
No Buts - No Maybes,Professor Longhair
Wake Me Up,Richi M.
Crow Killer,Unearth
Cattle Call,Slim Whitman
Three Wheel Cadillac,Foghat
A Simple Desultory Philippic ,Simon & Garfunkel
"Voices Of Other Times';""b""""Brian Auger's Oblivion Express""""",
Come On ,Stevie Ray Vaughan And Double Trouble
Junkies 1984,Kommunity FK
Dance,Tim Hughes
The Mission,Stephen Marley / Damian Marley
Old Shep,Red Foley
Me Recuso,Gal Costa
Rapture  ,Blondie
Vals '89,Manolis Famellos & I Podilates
Lametavolante,Facto Delafe y las flores azules
La vérité,Annie Blanchard
Belly Dancer  Remix ft. Kardinal Offishall,Akon / Kardinal Offishall
Ammohostos,George Dalaras
Un Petit Cabanon Pas Plus Grand Qu'Un Mouchoir De Poche,Darcelys
Deep Blue Sea ,Grizzly Bear
The frog song,Alain-François
Garfield - A Tail Of Two Kitties: Mirror Dance,GARFIELD
Ghost of the Ocean ,Uriah Heep
In the Wordless Chamber,Emperor
Maria Morena,André Verchuren
Trading Places,Usher
Bon Demain,This Moment
Inherent Scars,Symphony in Peril
The Southern Soldier Boy,Kathy Mattea
I Am a Rasta Man,Wailing Souls
When I Get Home,The Fabulous Thunderbirds
Dub It,J.C. Lodge
Zurezko Olerkia,Varios
Woman of Shiloh,Mike Brooks
He's Leading The Way,The Perrys
Mom's Phone,Greg Vaccariello
Ya Mama ,P.O.D.
Searching,Buju Banton
La Romance De La Pluie,Maurice Chevalier
Veronica Sawyer ,Reel Big Fish
Et kütt wie et kütt,Eko Fresh
Faith,Mystery
Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED
Sprung ,Nu Flavor
Le Dormeur du Val,Jacques Douai
Chanson De La Patience,Jacques Douai
Paseo Colòn,Mau Mau
Je T'Appartiens,Maurice Larcange
Shotgun Sally,Cats In Boots
The Minuet Of The Robots,Perrey And Kingsley
Rock On The Radio,Firehouse
Another Djemba Djemba,Youves
Memories,Thriller U
Naked Enough,Tim Wilson
The Beginning,Salt The Wound
Over The Hill,R.L. Burnside
Cumpagno 'e cella,Alex
Rock Co.Kane Flow,De La Soul / MF Doom
Kill the Poor,Dead Kennedys
Can't Stop Lovin' You ,Van Halen
Drive,The Cars
317 East 32nd,Lennie Tristano
Future,Cut Copy
Paloma Negra,Rocio Jurado
Jamming,Twinkle Twinkle Little Rock Star
Call The Police,John Wayne
Hot Weiners ,Cotton Candy
The Harp That Once Through Tara's Halls,Voyager Series
Don't Go,Bert Kaempfert
Scared,The Incurables
Carry The Light,David Lynch
She's Actin Bad,H-Town
Souvenirs,Concretes
Unchain Us,Don Campbell
Train Tracks,Izzy Stradlin And The Ju Ju Hounds
Down_ Down_ Down,Frank Marino & Mahogany Rush
Blame Canada ,Marc Shaiman
Through The Eyes Of Faith,The Booth Brothers
Song Sung Blue,Neil Diamond
Lifeboat Serenade,Jimmy Herring
Mean And Evil Blues,Joe Turner_ Joe Houston_ L. C. Williams
Patricia,Mighty Mighty Bosstones
Unfinished Self-Portrait,Eberhard Weber
So Many Roads,The Mustangs
Sloppy Love Jingle_ Pt. 3 ,Gym Class Heroes
Christmas Time,The Continentals
"Cúnla/The Friar's Breeches"";""b'The Chieftains;Colin James'",
A Different Kind of Love,Paul Simon
A Dustland Fairytale,Twinkle Twinkle Little Rock Star
Still Lost in the Forest,Anne Dudley
We're Almost There,Michael Jackson
Party Time,45 Grave
Loves Parting,Vivian Khor
B-Boy Stance,K-OS
Vena Cava 8,Diamanda Galas
Shoulda Did,Rated R
Isn't That Just Like God ,Babbie Mason
A Night at Mahmoud's,Rolfe Kent
Imagination,Beenie Man
Magic,Black Eyed Peas / Terry Dexter
Between The Worlds,Be Bop Deluxe
It All Depends On You,Jerry Lewis
Hot Spot ,Steinski
It's Too Late,Small Faces
Resistance,Cali
Widow's Walk,Enter the Haggis
Love Of My Life,The Chi-Lites
Pasa el tiempo,Yahir
Sing Boy Sing,Tommy Sands
Beautiful When You're Green,Charlie Khan
Memories,George Lopez
Dial Me,Lexi
Broken Hearted Side Of New Orleans,Jo-El Sonnier
Irreplaceable ,Beyoncé
Shadows,DJ Harry
Edge Of The Dream ,White Heart
If We Loved,Chuck Wicks
The Traffic Jam,Stephen Marley / Damian Marley
Rock Biter ,Red I Flight
My Chickasay Girl,Roy Rogers
Grow Proper,I Wayne
Welcome To Hell,Coffinberry
Soorma,Jazzy B
Mama Talk To Your Daughter ,Lonnie Brooks
We've Only Just Begun ,Young-Holt Unlimited
Koronoko,Rokia Traoré
All The Difference In The World,Brent Lamb
See You Comin',Vodka Collins
Memmer?... U Memmer!,George Lopez
Boyfriend,Janitor Joe
Be My Lover,Brenda Boykin
Night Won't Last Forever_ The ,Charlie Peacock
Megalodon,Mastodon
Telepathy/Ted Haggard Got Cured of the Gay,Joe Rogan
Flamme & co,Les Ogres De Barback
Todo Lo Que Soy,Carlos Ponce
Baby Don't You Change,Tyrone Wells
Dichoso,Willie Bobo
The Three-Dimensional Shadow,Scar Symmetry
Early In The Morning,B.B. King
Sportin' Life,John Sebastian
Deviate From The Form,Scar Symmetry
The Door,Silverchair
Better Luck Next Time,Lifehouse
Valse Des Montagnes,Andre Verchuren
Mambo Tipico,Tito Puente
La mujer que no sone ,Ricardo Arjona
Nach Ke VEkha Bhabhiyie,Malkit Singh
Function Of The Sun,The Ruby Suns
Dimension,Wolfmother
 The Man With the Bag,Mannheim Steamroller
Cha Cha Brasilia,Bert Kaempfert
It Came To Pass ,Mississippi Mass Choir
Faroe Cave Song,John Tchicai
Magic Dragon Theatre,Utopia
It's Going Down,Suicidal Tendencies
I Want Your Soul For Christmas,Schoolyard Heroes
These Nest Five Years,At All Cost
Running On The Rocks,Shriekback
Schmerzensschreie,ColdWorld
CB4 ,Slum Village
After The Laughter,Marcie Blane
