track_name,artist,album,genres,popularity,explicit,cover_url
HUMBLE.,Kendrick Lamar,DAMN.,"conscious hip hop, west coast rap, rap, hip hop",82,True,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
Back On My BS,BigXthaPlug,THE BIGGEST,southern hip hop,78,True,https://i.scdn.co/image/ab67616d0000b2739afbbc313ea008b68cc5f40d
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,A Winter Romance,"adult standards, easy listening, lounge, vocal jazz",91,False,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
The Christmas Song (Merry Christmas To You),Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",86,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri René and His Orchestra",Heavenly Eartha,"torch song, man's orchestra, vocal jazz",84,False,https://i.scdn.co/image/ab67616d0000b273cfbcba7cc35a40e08e5aff67
Deck The Hall,Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",85,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
It's Beginning to Look a Lot like Christmas,Michael Bublé,Christmas (Deluxe Special Edition),"adult standards, jazz pop, lounge, canadian pop",87,False,https://i.scdn.co/image/ab67616d0000b273119e4094f07a8123b471ac1d
Holly Jolly Christmas,Michael Bublé,Christmas (Deluxe Special Edition),"adult standards, jazz pop, lounge, canadian pop",86,False,https://i.scdn.co/image/ab67616d0000b273119e4094f07a8123b471ac1d
Joy To The World,Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",81,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
Christmas Time Is Here,Vince Guaraldi Trio,Charlie Brown Holiday Hits,jazz trio,78,False,https://i.scdn.co/image/ab67616d0000b273a1c6bc83f5404947ffb87891
Frosty The Snowman,Ella Fitzgerald,Ella Wishes You A Swinging Christmas (Expanded Edition),"adult standards, soul, swing, jazz blues, vocal jazz, jazz",81,False,https://i.scdn.co/image/ab67616d0000b27356849c42c652a7e4025fd6eb
Christmas Time Is Here - Vocal,Vince Guaraldi Trio,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],jazz trio,80,False,https://i.scdn.co/image/ab67616d0000b273644aec058f5a108fac6ec0fb
Sleigh Ride,Ella Fitzgerald,Ella Wishes You A Swinging Christmas (Expanded Edition),"adult standards, soul, swing, jazz blues, vocal jazz, jazz",80,False,https://i.scdn.co/image/ab67616d0000b27356849c42c652a7e4025fd6eb
"Baby, It's Cold Outside",Dean Martin,A Winter Romance,"adult standards, easy listening, lounge, vocal jazz",79,False,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
Silver Bells,Dean Martin,The Dean Martin Christmas Album,"adult standards, easy listening, lounge, vocal jazz",79,False,https://i.scdn.co/image/ab67616d0000b273c7a9f0ea9b8bec1861217321
O Tannenbaum,Vince Guaraldi Trio,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],jazz trio,76,False,https://i.scdn.co/image/ab67616d0000b273644aec058f5a108fac6ec0fb
The Christmas Song (Merry Christmas To You),Nat King Cole,The Nat King Cole Story,"adult standards, soul, swing, easy listening, vocal jazz, lounge",79,False,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701
"Caroling, Caroling",Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",76,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
A Marshmallow World,Dean Martin,The Dean Martin Christmas Album,"adult standards, easy listening, lounge, vocal jazz",77,False,https://i.scdn.co/image/ab67616d0000b273c7a9f0ea9b8bec1861217321
Have Yourself A Merry Little Christmas,Judy Garland,Meet Me In St. Louis,"torch song, adult standards, vocal jazz",75,False,https://i.scdn.co/image/ab67616d0000b2737a4455634c11f5b75d6e2999
September,"Earth, Wind & Fire",September (sped up + slowed),"soul, funk, jazz funk, motown, disco",81,False,https://i.scdn.co/image/ab67616d0000b2730faf2fc17446651865ce2282
Linus And Lucy,Vince Guaraldi Trio,Charlie Brown Holiday Hits,jazz trio,73,False,https://i.scdn.co/image/ab67616d0000b273a1c6bc83f5404947ffb87891
Winter Wonderland,Michael Bublé,Christmas (Deluxe Special Edition),"adult standards, jazz pop, lounge, canadian pop",79,False,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0
Rudolph The Red-Nosed Reindeer,Dean Martin,A Winter Romance,"adult standards, easy listening, lounge, vocal jazz",80,False,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea
Holly Jolly Christmas,Michael Bublé,Christmas,"adult standards, jazz pop, lounge, canadian pop",71,False,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab
O Come All Ye Faithful,Nat King Cole,The Christmas Song (Expanded Edition),"adult standards, soul, swing, easy listening, vocal jazz, lounge",73,False,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c
(Sittin' On) the Dock of the Bay,Otis Redding,The Dock of the Bay (Mono),"memphis soul, soul, soul blues, southern soul, vocal jazz, classic soul",78,False,https://i.scdn.co/image/ab67616d0000b2730acddc8ccf8d14858fbeddf5
Let Me Love You,"DJ Snake, Justin Bieber",Encore,"dance pop, pop dance, canadian pop, pop, electronic trap, edm",83,False,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc
Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),"dance pop, persian electronic, french pop, pop nacional, pop lgbtq+ brasileira, alternative r&b, r&b francais, funk pop, funk carioca",67,False,https://i.scdn.co/image/ab67616d0000b273dcac9eea4ca2d3545d60c8f5
Closer,Nine Inch Nails,The Downward Spiral (Deluxe Edition),"industrial metal, industrial rock, alternative metal, grunge, electronic rock, alternative rock, industrial, post-grunge, cyberpunk, rock, nu metal",70,True,https://i.scdn.co/image/ab67616d0000b2734078c255069c0e7a2553fa4a
You Know You Like It,"DJ Snake, AlunaGeorge",You Know You Like It,"dance pop, pop dance, electropop, house, pop, uk dance, electronic trap, edm",70,False,https://i.scdn.co/image/ab67616d0000b273567a71695181017949f14f99
U Are My High (with Future),"DJ Snake, Future",U Are My High (with Future),"dance pop, pop dance, rap, pop, atl hip hop, southern hip hop, hip hop, electronic trap, trap, edm",71,False,https://i.scdn.co/image/ab67616d0000b2730e35fb1dd1d8c8bf82086e0e
Angel,"Massive Attack, Horace Andy",Mezzanine,"downtempo, trip hop, electronica, dub, roots reggae, reggae",72,False,https://i.scdn.co/image/ab67616d0000b2732fcb0a3c7a66e516b11cd26e
Middle,"DJ Snake, Bipolar Sunshine",Encore,"dance pop, pop dance, gauze pop, pop, electronic trap, edm",73,False,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc
Glory Box,Portishead,Dummy,"electronica, art pop, alternative rock, trip hop, dark pop, laboratorio",73,False,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)","Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2","persian electronic, urbano latino, alternative r&b, rap latina, trap dominicano, rap boricua",78,True,https://i.scdn.co/image/ab67616d0000b27314c2bc6e79b87f232c38b547
Turn Down for What,"DJ Snake, Lil Jon",Turn Down for What,"dance pop, pop dance, dirty south rap, pop rap, crunk, pop, atl hip hop, southern hip hop, old school atlanta hip hop, electronic trap, trap, edm",68,False,https://i.scdn.co/image/ab67616d0000b273d905e78cad304de028db39b7
Bang Bang Bang Bang,Sohodolls,Ribbed Music For The Numb Generation,"sped up, electronic rock",62,False,https://i.scdn.co/image/ab67616d0000b273a57ae6e8c3df0d8f0b050cf7
9,"Dean Blunt, Panda Bear",ZUSHI,"indie rock, indietronica, noise pop, collage pop, uk experimental electronic, art pop, dream pop, chillwave, hypnagogic pop, experimental pop, chamber pop",64,False,https://i.scdn.co/image/ab67616d0000b2732d45d7d3434c1f8e6b240589
Neverender,"Justice, Tame Impala",Hyperdrama,"indietronica, alternative dance, filter house, dance-punk, electronica, rock, neo-psychedelic, australian psych, modern rock, new rave",67,False,https://i.scdn.co/image/ab67616d0000b2738f4b5df3a6ee2abb733080a9
The Hand That Feeds,Nine Inch Nails,With Teeth,"industrial metal, industrial rock, alternative metal, grunge, electronic rock, alternative rock, industrial, post-grunge, cyberpunk, rock, nu metal",61,False,https://i.scdn.co/image/ab67616d0000b273f489b4582e496de8f71e88da
100,Dean Blunt,BLACK METAL,"hypnagogic pop, collage pop, uk experimental electronic",65,False,https://i.scdn.co/image/ab67616d0000b2733c2ee58d5337713f62377a7e
The Look,Metronomy,The English Riviera,"indietronica, alternative dance, socal pop punk, neo-synthpop, french indie pop, electronica, new rave",72,False,https://i.scdn.co/image/ab67616d0000b2738ca7d89456553e4bbbf3c981
QKThr,Aphex Twin,Drukqs,"ambient, intelligent dance music, uk experimental electronic, electronica, braindance",66,False,https://i.scdn.co/image/ab67616d0000b2732e261a0b1b19d0ff95e346b3
Teardrop,"Massive Attack, Elizabeth Fraser",Mezzanine,"downtempo, trip hop, electronica, scottish indie, ethereal wave",70,False,https://i.scdn.co/image/ab67616d0000b2732fcb0a3c7a66e516b11cd26e
D.A.N.C.E,Justice,Justice,"indietronica, alternative dance, filter house, dance-punk, electronica, new rave",65,False,https://i.scdn.co/image/ab67616d0000b2731c0bcf8b536295438d26c70d
High You Are (Branchez Remix),"What So Not, Branchez",High You Are (Remixes),"vapor twitch, aussietronica, escape room, electro house, brostep, electronic trap, edm",59,False,https://i.scdn.co/image/ab67616d0000b2732c9a82989cbb3deb021a7297
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin, Tyga",Carte Blanche,"dance pop, trap latino, pop dance, reggaeton colombiano, urbano latino, rap, pop rap, pop, southern hip hop, reggaeton, hip hop, electronic trap, trap, edm",71,False,https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be
One Three Nine,"Zeds Dead, Scrufizzer",One Three Nine,"dubstep, electro house, grime, brostep, progressive electro house, edm, canadian electronic",60,False,https://i.scdn.co/image/ab67616d0000b273dc1175c18080e7df2975e875
UCLA,"RL Grime, 24hrs",NOVA,"atl trap, trap soul, electro house, brostep, electronic trap, edm",59,True,https://i.scdn.co/image/ab67616d0000b273798f315e011d4ada702ce9bb
Head Like A Hole,Nine Inch Nails,Pretty Hate Machine,"industrial metal, industrial rock, alternative metal, grunge, electronic rock, alternative rock, industrial, post-grunge, cyberpunk, rock, nu metal",59,False,https://i.scdn.co/image/ab67616d0000b2739764c0993e45db213f0e359f
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B",Carte Blanche,"dance pop, trap latino, pop dance, urbano latino, rap, puerto rican pop, pop, post-teen pop, reggaeton, electronic trap, edm",71,True,https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",Zach Bryan,"contemporary country, country dawn, classic oklahoma country, classic texas country",85,False,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
Something in the Orange,Zach Bryan,Something in the Orange,classic oklahoma country,84,False,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
Pink Skies,Zach Bryan,Pink Skies,classic oklahoma country,84,False,https://i.scdn.co/image/ab67616d0000b2731a2c9ac2d39bc5c2e22b9555
Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",One Thing At A Time,"contemporary country, modern country pop",82,False,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
Heading South,Zach Bryan,Heading South,classic oklahoma country,82,True,https://i.scdn.co/image/ab67616d0000b273f9017bcd001d030d46850226
Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,Rudolph The Red Nosed Reindeer And Other Christmas Classics,"yodeling, cowboy western, classic oklahoma country, traditional country",83,False,https://i.scdn.co/image/ab67616d0000b27335e9a6f6a1eded2062526499
Lies Lies Lies,Morgan Wallen,Lies Lies Lies,contemporary country,80,False,https://i.scdn.co/image/ab67616d0000b27337eedb840f9441959db3107e
I Never Lie,Zach Top,Cold Beer & Country Music,modern country pop,79,False,https://i.scdn.co/image/ab67616d0000b273e60cfb182df9bf24b4713edd
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),"country, contemporary country",82,False,https://i.scdn.co/image/ab67616d0000b27339808230102049beb62fdd7b
Thinkin’ Bout Me,Morgan Wallen,One Thing At A Time,contemporary country,80,False,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
Sun to Me,Zach Bryan,American Heartbreak,classic oklahoma country,80,False,https://i.scdn.co/image/ab67616d0000b273ba30859a1ca79c5a372d177a
When It Rains It Pours,Luke Combs,This One's for You,"country, contemporary country",81,False,https://i.scdn.co/image/ab67616d0000b273b7578013decfa174e30dc298
Wind Up Missin’ You,Tucker Wetmore,Waves On A Sunset,modern country pop,79,True,https://i.scdn.co/image/ab67616d0000b273201038e1f96d823bbe379336
Beautiful Crazy,Luke Combs,This One's for You Too (Deluxe Edition),"country, contemporary country",80,False,https://i.scdn.co/image/ab67616d0000b273ccba76fad1c624c09e72bc78
You Should Probably Leave,Chris Stapleton,Starting Over,"outlaw country, contemporary country",80,False,https://i.scdn.co/image/ab67616d0000b2739408342067e2ff50d69a3c98
Fast Car,Luke Combs,Gettin' Old,"country, contemporary country",82,False,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
Tennessee Whiskey,Chris Stapleton,Traveller,"outlaw country, contemporary country",81,False,https://i.scdn.co/image/ab67616d0000b273540fc1d083eac5bcff8dad21
Wasted On You,Morgan Wallen,Dangerous: The Double Album,contemporary country,78,False,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca
You Proof,Morgan Wallen,One Thing At A Time,contemporary country,78,False,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
Rock and A Hard Place,Bailey Zimmerman,Religiously. The Album.,"contemporary country, modern country pop",78,False,https://i.scdn.co/image/ab67616d0000b2730c5d03daf39f254bb546cf3a
Last Night,Morgan Wallen,One Thing At A Time,contemporary country,79,True,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
"Burn, Burn, Burn",Zach Bryan,"Burn, Burn, Burn",classic oklahoma country,78,False,https://i.scdn.co/image/ab67616d0000b273d66d5ec15dc03aa57b78f5ff
Devil You Know,Tyler Braden,Devil You Know,modern country pop,79,False,https://i.scdn.co/image/ab67616d0000b273ed2e13cb8cb02443ce91d8a4
Porch Light,Josh Meloy,Porch Light,"oklahoma country, classic oklahoma country, modern country pop, texas country",78,True,https://i.scdn.co/image/ab67616d0000b2739e917e93a50b83029871627c
28,Zach Bryan,The Great American Bar Scene,classic oklahoma country,79,False,https://i.scdn.co/image/ab67616d0000b273647ad18a07e9e939e399e5a1
One Last Breath,Creed,Weathered,"post-grunge, rock, nu metal, alternative metal",80,False,https://i.scdn.co/image/ab67616d0000b273a32f2ae4dade83e0d7a294f4
In the End,Linkin Park,Hybrid Theory (Bonus Edition),"alternative metal, rock, post-grunge, rap metal, nu metal",87,False,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
Numb,Linkin Park,Meteora,"alternative metal, rock, post-grunge, rap metal, nu metal",86,False,https://i.scdn.co/image/ab67616d0000b2735f1f51d14e8bea89484ecd1b
Everlong,Foo Fighters,The Colour And The Shape,"permanent wave, alternative metal, alternative rock, rock, post-grunge, modern rock",81,False,https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b
How You Remind Me,Nickelback,Silver Side Up,"post-grunge, canadian rock, alternative metal",83,False,https://i.scdn.co/image/ab67616d0000b273699a422d25adc550dc5aa11c
The Middle,Jimmy Eat World,Bleed American,"neon pop punk, pop rock, alternative metal, pop punk, modern power pop, alternative rock, punk, post-grunge, rock, emo, modern rock",80,False,https://i.scdn.co/image/ab67616d0000b27395d1d98c5176e4f982bd73d6
Chop Suey!,System Of A Down,Toxicity,"rap metal, rock, nu metal, alternative metal",83,False,https://i.scdn.co/image/ab67616d0000b27330d45198d0c9e8841f9a9578
One Step Closer,Linkin Park,Hybrid Theory (Bonus Edition),"alternative metal, rock, post-grunge, rap metal, nu metal",82,False,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
Christmas Eve / Sarajevo 12/24 - Instrumental,Trans-Siberian Orchestra,Christmas Eve and Other Stories,"progressive metal, neo classical metal",77,False,https://i.scdn.co/image/ab67616d0000b273d8c41d1f95369e3658c00d28
Animal I Have Become,Three Days Grace,One-X,"canadian metal, alternative metal, rock, post-grunge, canadian rock, nu metal",77,False,https://i.scdn.co/image/ab67616d0000b2739dcf31d6b5eb82fa24de783a
Kryptonite,3 Doors Down,The Better Life,"post-grunge, rock, nu metal, alternative metal",78,False,https://i.scdn.co/image/ab67616d0000b2732868c4713a3912fd476b42f1
Break Stuff,Limp Bizkit,Significant Other,"alternative metal, funk metal, rock, post-grunge, rap metal, nu metal",80,True,https://i.scdn.co/image/ab67616d0000b2733783782de74f61e36795bf9c
Higher,Creed,Human Clay,"post-grunge, rock, nu metal, alternative metal",76,False,https://i.scdn.co/image/ab67616d0000b273f8f048a5f4749c970078a4fb
I Hate Everything About You,Three Days Grace,Three Days Grace,"canadian metal, alternative metal, rock, post-grunge, canadian rock, nu metal",78,False,https://i.scdn.co/image/ab67616d0000b27377922eaa071fb388270f203f
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),"permanent wave, funk metal, alternative rock, rock, funk rock",81,False,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595
Toxicity,System Of A Down,Toxicity,"rap metal, rock, nu metal, alternative metal",83,False,https://i.scdn.co/image/ab67616d0000b27330d45198d0c9e8841f9a9578
Drive,Incubus,Make Yourself,"alternative metal, funk metal, alternative rock, rock, post-grunge, modern rock, nu metal, funk rock",78,False,https://i.scdn.co/image/ab67616d0000b27374fad40214d982351347e46e
Enter Sandman (Remastered),Metallica,Metallica (Remastered),"metal, hard rock, old school thrash, thrash metal, rock",74,False,https://i.scdn.co/image/ab67616d0000b2731f9edf15e43f4c2f4938b869
Faint,Linkin Park,Meteora,"alternative metal, rock, post-grunge, rap metal, nu metal",83,False,https://i.scdn.co/image/ab67616d0000b2735f1f51d14e8bea89484ecd1b
All The Small Things,blink-182,Enema Of The State,"socal pop punk, pop punk, alternative metal, punk, rock, modern rock",80,False,https://i.scdn.co/image/ab67616d0000b2736da502e35a7a3e48de2b0f74
